"DERMALOGICA TOTAL EYE CARE SPF15 15MLThis SPF eye cream with skin-smoothing alpha-hydroxy acids helps conceal dark circles, and retexturizes to help reduce the appearance of puffiness and fine lines. Optical light diffusers help diminish dark circles and a chemical-free sunscreen helps to shield against further damage. Formulated without artificial fragrances and colors.""A beach essential that blocks rays while smoothing skin and brightening dark shadows. - The Oprah Magazine""How to apply:After cleansing in the morning, gently pat around the entire eye area, blending inward from the outer corner. Can be applied over Extra Firming Booster or Skin Hydrating Booster.What you get:1 x 15MLBenefits:protectimprove elasticityspfQuick Tip:Gentle formula is ideal for contact lens wearers.Ingredients:active: Titanium Dioxide (4.5%). other: Water (Aqua), C12-15 Alkyl Ethylhexanoate, Butylene Glycol, Glycerin, Silica, Lactic Acid, Potassium Cetyl Phosphate, Cetearyl Alcohol, Magnesium Aluminum Silicate, Glyceryl Stearate, PEG-100 Stearate, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Propylene Glycol, Spiraea Ulmaria Flower Extract, Centella Asiatica Extract, Leucine, Valine, Tyrosine, Arginine, Lysine, Sodium PCA, Tocopheryl Acetate, Bisabolol, Allantoin, Lauric Acid, Aluminum Hydroxide, Ceteareth-20, Xanthan Gum, Disodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben, Talc, Sodium Hydroxide, Iron Oxides (CI 77492, CI 77491), Mica (CI 77019).Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this website. However, because ingredients are subject to change, we cannot guarantee that these lists are complete, up-to-date and/or error-free. For an accurate listing of ingredients in each product, please refer to your product packaging.",Overall Rating : 4.0 / 5 (1 Reviews),Top Customer Reviews,"First time I have tried this and I noticed a difference within about a week! I reckon it will also last a long time, so it is well worth the money.","27/09/15
by
Natalie"
"Cleanse away the day with the Luna™ Mini 2 from FOREO. This tool uses T-sonic pulsations to unclog pores, removing up to 99.5% of oil, dirt, makeup and dead skin. The pulsations are trans-dermal, propelling a force deep into the pore for a thorough cleanse. This not only purifies your complexion, it enhances its absorption of other products, such as moisturisers and toners, boosting every step of your skincare routine.
Designed with varying touch points for different areas of skin, this product is perfect for those with combination skin types, or those who are unsure. The thicker touch points are for precision cleaning of oily areas, while the thinner points at the front are for gently cleansing sensitive areas. Super soft and extra gentle, the Luna Mini 2 stops your from over cleaning or harming your skin, as you might with a rough flannel. Crafted from the highest grade of silicone, the Luna is 35x more hygienic than nylon bristle brushes, and its non-porous surface prevents the build-up of bacteria.
The mini size is super portable, fitting in your bag for post-gym cleansing or long weekends. Making your skincare routine effortless, a 1-minute cleanse leaves an all-day glow and a single charge provides 300 uses (that’s 5 months if you use it twice a day), making your life just a little bit easier. You can even personalise the intensity according to your skin type using adjustor on the front of the device.
Skin is left softer, smoother and firmer. Spice up your skincare routine and enjoy a brighter, healthier and younger-looking complexion.
Hypoallergenic
Cruelty-free.",Overall Rating : 5.0 / 5 (2 Reviews),Top Customer Reviews,"I started using this after it became more difficult to get Clarisonic brush heads. I feel like the Foreo is much more enjoyable to use and does such a good job at cleansing my skin. My face, neck & décolletage are so much cleaner and smoother since incorporating this tool into my routine, I don’t think I would want to live without it now. As well as being highly effective in its function, it’s also very sanitary.","20/04/20
by
Elizabeth"
"Cleanse away the day with the Luna™ Mini 2 from FOREO. This tool uses T-sonic pulsations to unclog pores, removing up to 99.5% of oil, dirt, makeup and dead skin. The pulsations are trans-dermal, propelling a force deep into the pore for a thorough cleanse. This not only purifies your complexion, it enhances its absorption of other products, such as moisturisers and toners, boosting every step of your skincare routine.
Designed with varying touch points for different areas of skin, this product is perfect for those with combination skin types, or those who are unsure. The thicker touch points are for precision cleaning of oily areas, while the thinner points at the front are for gently cleansing sensitive areas. Super soft and extra gentle, the Luna Mini 2 stops your from over cleaning or harming your skin, as you might with a rough flannel. Crafted from the highest grade of silicone, the Luna is 35x more hygienic than nylon bristle brushes, and its non-porous surface prevents the build-up of bacteria.
The mini size is super portable, fitting in your bag for post-gym cleansing or long weekends. Making your skincare routine effortless, a 1-minute cleanse leaves an all-day glow and a single charge provides 300 uses (that’s 5 months if you use it twice a day), making your life just a little bit easier. You can even personalise the intensity according to your skin type using adjustor on the front of the device.
Skin is left softer, smoother and firmer. Spice up your skincare routine and enjoy a brighter, healthier and younger-looking complexion.
Hypoallergenic
Cruelty-free.",Overall Rating : 5.0 / 5 (2 Reviews),Top Customer Reviews,"I started using this after it became more difficult to get Clarisonic brush heads. I feel like the Foreo is much more enjoyable to use and does such a good job at cleansing my skin. My face, neck & décolletage are so much cleaner and smoother since incorporating this tool into my routine, I don’t think I would want to live without it now. As well as being highly effective in its function, it’s also very sanitary.","20/04/20
by
Elizabeth"
"SIMPLICITE BASIC SIX TRAVEL/TRIAL PACK COMBINATION/OILY
This Basic Six Travel/Trial Pack for Combination/Oily Skin (including with surface dryness) is the perfect way to discover the benefits of the Simplicité Skin Care range.
Plant Gel Cleanser (Comb Oily Skin) 30mL
This gentle yet effective combination of lightly foaming and creme daily cleanser leaves a clean, fresh feel and gives excellent results for breakout and acne-prone skin. It easily removes makeup.
One Step Exfoliating Cleanser 20g
Cleanses and refines the complexion with microfine cinnamon particles and other concentrated plant extracts. Revives the appearance of sun-damaged or tired complexions, and improves the appearance of blackheads and breakouts by removing cellular debris from the pores.
Hydrating Floral Toning Spray 30mL
Alcohol-free, this infusion of fresh herb and flower extracts is an essential step after cleansing to hydrate, tone and encourage cellular regeneration.
Sage Face Oil 20mL
Keeps the skin's natural oils moving and helps to improve the appearance of pimples and blackheads.
Oil Controlled Day Creme 20g
Hydrating light creme for oily, combination, teenage skin. Refreshes, soothes and minimises drying out of problem skins.
Lemon Night Creme 20g
A highly nourishing night treatment formulated to be equally beneficial for normal, sensitive, combination, oily and hyper-pigmented skins.
What you get:

Plant Gel Cleanser (Comb Oily Skin) 30mL
One Step Exfoliating Cleanser 20g
Hydrating Floral Toning Lotion 30mL
Sage Face Oil 20mL
Oil Controlled Day Creme 20g
Lemon Night Creme 20g",Overall Rating : 4.0 / 5 (1 Reviews),Top Customer Reviews,"I have had problematic combination/oily  skin for most of my life. Now in my 20s, my skin doesn't break out as much as it used to but I'm still not completely happy. I've spent so much money on so many different products filled to the brim with chemicals that only seem to work short term. My mum recently told be about Simplicite and showed me the products she used. I loved how natural they were and did my own research about the best SImplicite products to suit my skin. I was so pleased when I found this convenient travel pack because it allows me to try the products at a fantastic price before buying the full bottles. So far I have loved this Simplicite range. I always look forward to using the products morning and night. They feel so fresh and leave my skin feeling clean without stripping the life out of it!","21/05/17
by
Madison"
"SIMPLICITE BASIC SIX TRAVEL/TRIAL PACK COMBINATION/OILY
This Basic Six Travel/Trial Pack for Combination/Oily Skin (including with surface dryness) is the perfect way to discover the benefits of the Simplicité Skin Care range.
Plant Gel Cleanser (Comb Oily Skin) 30mL
This gentle yet effective combination of lightly foaming and creme daily cleanser leaves a clean, fresh feel and gives excellent results for breakout and acne-prone skin. It easily removes makeup.
One Step Exfoliating Cleanser 20g
Cleanses and refines the complexion with microfine cinnamon particles and other concentrated plant extracts. Revives the appearance of sun-damaged or tired complexions, and improves the appearance of blackheads and breakouts by removing cellular debris from the pores.
Hydrating Floral Toning Spray 30mL
Alcohol-free, this infusion of fresh herb and flower extracts is an essential step after cleansing to hydrate, tone and encourage cellular regeneration.
Sage Face Oil 20mL
Keeps the skin's natural oils moving and helps to improve the appearance of pimples and blackheads.
Oil Controlled Day Creme 20g
Hydrating light creme for oily, combination, teenage skin. Refreshes, soothes and minimises drying out of problem skins.
Lemon Night Creme 20g
A highly nourishing night treatment formulated to be equally beneficial for normal, sensitive, combination, oily and hyper-pigmented skins.
What you get:

Plant Gel Cleanser (Comb Oily Skin) 30mL
One Step Exfoliating Cleanser 20g
Hydrating Floral Toning Lotion 30mL
Sage Face Oil 20mL
Oil Controlled Day Creme 20g
Lemon Night Creme 20g",Overall Rating : 4.0 / 5 (1 Reviews),Top Customer Reviews,"I have had problematic combination/oily  skin for most of my life. Now in my 20s, my skin doesn't break out as much as it used to but I'm still not completely happy. I've spent so much money on so many different products filled to the brim with chemicals that only seem to work short term. My mum recently told be about Simplicite and showed me the products she used. I loved how natural they were and did my own research about the best SImplicite products to suit my skin. I was so pleased when I found this convenient travel pack because it allows me to try the products at a fantastic price before buying the full bottles. So far I have loved this Simplicite range. I always look forward to using the products morning and night. They feel so fresh and leave my skin feeling clean without stripping the life out of it!","21/05/17
by
Madison"
,,,,
,,,,
,,,,
"<div class=""productDescription_synopsisContent"">
<p>SIMPLICITE BASIC SIX TRAVEL/TRIAL PACK COMBINATION/OILY</p>
<p>This Basic Six Travel/Trial Pack for Combination/Oily Skin (including with surface dryness) is the perfect way to discover the benefits of the Simplicité Skin Care range.</p>
<p>Plant Gel Cleanser (Comb Oily Skin) 30mL</p>
<p>This gentle yet effective combination of lightly foaming and creme daily cleanser leaves a clean, fresh feel and gives excellent results for breakout and acne-prone skin. It easily removes makeup.</p>
<p>One Step Exfoliating Cleanser 20g</p>
<p>Cleanses and refines the complexion with microfine cinnamon particles and other concentrated plant extracts. Revives the appearance of sun-damaged or tired complexions, and improves the appearance of blackheads and breakouts by removing cellular debris from the pores.</p>
<p>Hydrating Floral Toning Spray 30mL</p>
<p>Alcohol-free, this infusion of fresh herb and flower extracts is an essential step after cleansing to hydrate, tone and encourage cellular regeneration.</p>
<p>Sage Face Oil 20mL</p>
<p>Keeps the skin's natural oils moving and helps to improve the appearance of pimples and blackheads.</p>
<p>Oil Controlled Day Creme 20g</p>
<p>Hydrating light creme for oily, combination, teenage skin. Refreshes, soothes and minimises drying out of problem skins.</p>
<p>Lemon Night Creme 20g</p>
<p>A highly nourishing night treatment formulated to be equally beneficial for normal, sensitive, combination, oily and hyper-pigmented skins.</p>
<p>What you get:</p>
<ul>
<li>Plant Gel Cleanser (Comb Oily Skin) 30mL</li>
<li>One Step Exfoliating Cleanser 20g</li>
<li>Hydrating Floral Toning Lotion 30mL</li>
<li>Sage Face Oil 20mL</li>
<li>Oil Controlled Day Creme 20g</li>
<li>Lemon Night Creme 20g</li>
</ul>
</div>",,,,
"SIMPLICITE BASIC SIX TRAVEL/TRIAL PACK COMBINATION/OILY
This Basic Six Travel/Trial Pack for Combination/Oily Skin (including with surface dryness) is the perfect way to discover the benefits of the Simplicité Skin Care range.
Plant Gel Cleanser (Comb Oily Skin) 30mL
This gentle yet effective combination of lightly foaming and creme daily cleanser leaves a clean, fresh feel and gives excellent results for breakout and acne-prone skin. It easily removes makeup.
One Step Exfoliating Cleanser 20g
Cleanses and refines the complexion with microfine cinnamon particles and other concentrated plant extracts. Revives the appearance of sun-damaged or tired complexions, and improves the appearance of blackheads and breakouts by removing cellular debris from the pores.
Hydrating Floral Toning Spray 30mL
Alcohol-free, this infusion of fresh herb and flower extracts is an essential step after cleansing to hydrate, tone and encourage cellular regeneration.
Sage Face Oil 20mL
Keeps the skin's natural oils moving and helps to improve the appearance of pimples and blackheads.
Oil Controlled Day Creme 20g
Hydrating light creme for oily, combination, teenage skin. Refreshes, soothes and minimises drying out of problem skins.
Lemon Night Creme 20g
A highly nourishing night treatment formulated to be equally beneficial for normal, sensitive, combination, oily and hyper-pigmented skins.
What you get:

Plant Gel Cleanser (Comb Oily Skin) 30mL
One Step Exfoliating Cleanser 20g
Hydrating Floral Toning Lotion 30mL
Sage Face Oil 20mL
Oil Controlled Day Creme 20g
Lemon Night Creme 20g",,,,
"SIMPLICITE BASIC SIX TRAVEL/TRIAL PACK COMBINATION/OILY
This Basic Six Travel/Trial Pack for Combination/Oily Skin (including with surface dryness) is the perfect way to discover the benefits of the Simplicité Skin Care range.
Plant Gel Cleanser (Comb Oily Skin) 30mL
This gentle yet effective combination of lightly foaming and creme daily cleanser leaves a clean, fresh feel and gives excellent results for breakout and acne-prone skin. It easily removes makeup.
One Step Exfoliating Cleanser 20g
Cleanses and refines the complexion with microfine cinnamon particles and other concentrated plant extracts. Revives the appearance of sun-damaged or tired complexions, and improves the appearance of blackheads and breakouts by removing cellular debris from the pores.
Hydrating Floral Toning Spray 30mL
Alcohol-free, this infusion of fresh herb and flower extracts is an essential step after cleansing to hydrate, tone and encourage cellular regeneration.
Sage Face Oil 20mL
Keeps the skin's natural oils moving and helps to improve the appearance of pimples and blackheads.
Oil Controlled Day Creme 20g
Hydrating light creme for oily, combination, teenage skin. Refreshes, soothes and minimises drying out of problem skins.
Lemon Night Creme 20g
A highly nourishing night treatment formulated to be equally beneficial for normal, sensitive, combination, oily and hyper-pigmented skins.
What you get:

Plant Gel Cleanser (Comb Oily Skin) 30mL
One Step Exfoliating Cleanser 20g
Hydrating Floral Toning Lotion 30mL
Sage Face Oil 20mL
Oil Controlled Day Creme 20g
Lemon Night Creme 20g",,,,
